fastq.gz,site.year.plot,plot,CanolaLine,year,site,site.short,Yield.kg.ha
NA,L.2014.52,52,NAM-53,2014,Llewellyn,L,3633.146657
NA,L.2014.53,53,NAM-23,2014,Llewellyn,L,3253.656562
NA,L.2014.54,54,NAM-51,2014,Llewellyn,L,3533.295008
NA,L.2014.55,55,NAM-86,2014,Llewellyn,L,3802.436919
NA,L.2014.56,56,NAM-25,2014,Llewellyn,L,1508.809553
NA,L.2014.57,57,NAM-26,2014,Llewellyn,L,3980.878006
NA,L.2014.58,58,NAM-5,2014,Llewellyn,L,3027.577357
NA,L.2014.59,59,NAM-32,2014,Llewellyn,L,2477.720433
NA,L.2014.6,6,NAM-87,2014,Llewellyn,L,3819.931143
NA,L.2014.60,60,NAM-75,2014,Llewellyn,L,3773.369592
NA,L.2014.61,61,NAM-33,2014,Llewellyn,L,2620.634787
NA,L.2014.62,62,NAM-17,2014,Llewellyn,L,3432.366791
NA,L.2014.63,63,NAM-71,2014,Llewellyn,L,3644.450617
NA,L.2014.64,64,NAM-82,2014,Llewellyn,L,2431.428024
NA,L.2014.65,65,NAM-23,2014,Llewellyn,L,3235.354912
NA,L.2014.66,66,NAM-86,2014,Llewellyn,L,2393.209873
NA,L.2014.67,67,NAM-14,2014,Llewellyn,L,3338.436264
NA,L.2014.68,68,NAM-40,2014,Llewellyn,L,3307.215802
NA,L.2014.69,69,NAM-31,2014,Llewellyn,L,3116.932471
NA,L.2014.7,7,NAM-76,2014,Llewellyn,L,3779.559856
NA,L.2014.70,70,NAM-76,2014,Llewellyn,L,4336.952754
NA,L.2014.71,71,NAM-79,2014,Llewellyn,L,1700.438594
NA,L.2014.72,72,CHECK,2014,Llewellyn,L,4154.74368
NA,L.2014.73,73,NAM-12,2014,Llewellyn,L,3364.543029
NA,L.2014.74,74,NAM-73,2014,Llewellyn,L,3707.429824
NA,L.2014.76,76,NAM-37,2014,Llewellyn,L,3042.649304
NA,L.2014.77,77,NAM-56,2014,Llewellyn,L,3327.670588
NA,L.2014.78,78,NAM-42,2014,Llewellyn,L,3715.504081
NA,L.2014.79,79,NAM-13,2014,Llewellyn,L,2619.019936
NA,L.2014.8,8,NAM-14,2014,Llewellyn,L,3460.626692
NA,L.2014.80,80,NAM-83,2014,Llewellyn,L,2435.465153
NA,L.2014.82,82,NAM-66,2014,Llewellyn,L,3974.149458
NA,L.2014.83,83,NAM-0,2014,Llewellyn,L,2261.599478
NA,L.2014.84,84,NAM-46,2014,Llewellyn,L,3309.099796
NA,L.2014.85,85,NAM-43,2014,Llewellyn,L,1526.572919
NA,L.2014.86,86,NAM-72,2014,Llewellyn,L,3941.852428
NA,L.2014.87,87,NAM-30,2014,Llewellyn,L,2113.302285
NA,L.2014.89,89,NAM-29,2014,Llewellyn,L,1076.567644
NA,L.2014.9,9,NAM-40,2014,Llewellyn,L,3684.552762
NA,L.2014.90,90,NAM-65,2014,Llewellyn,L,3867.838403
NA,L.2014.91,91,NAM-4,2014,Llewellyn,L,2763.28
NA,L.2014.92,92,NAM-1,2014,Llewellyn,L,1656.568462
NA,L.2014.93,93,NAM-53,2014,Llewellyn,L,3290.529004
NA,L.2014.94,94,NAM-68,2014,Llewellyn,L,2097.15377
NA,L.2014.95,95,NAM-87,2014,Llewellyn,L,4249.481633
NA,L.2014.96,96,NAM-57,2014,Llewellyn,L,3662.483125
NA,L.2014.97,97,NAM-38,2014,Llewellyn,L,3256.617123
NA,L.2014.98,98,NAM-10,2014,Llewellyn,L,4486.595656
NA,L.2014.99,99,NAM-34,2014,Llewellyn,L,1703.399155
MI.M00833.0568.001.FLD0056.ORIG1CR1101NW01000c,L.2016.1101,1101,YN04-C1213,2016,Llewellyn,L,2680.83
MI.M00833.0568.001.FLD0025.ORIG1CR1102NW09000c,L.2016.1102,1102,NAM-37,2016,Llewellyn,L,2510.14
MI.M00833.0568.001.FLD0022.ORIG1CR1108NW01000c,L.2016.1108,1108,NAM-0,2016,Llewellyn,L,2153.47
MI.M00833.0568.001.FLD0041.ORIG1CS1109NW02000c,L.2016.1109,1109,NAM-43,2016,Llewellyn,L,1921.11
MI.M00833.0568.001.FLD0051.ORIG1CS1115NW01000c,L.2016.1115,1115,NAM-13,2016,Llewellyn,L,2960.56
MI.M00833.0568.001.FLD0036.ORIG1CS1116NW02000c,L.2016.1116,1116,NAM-46,2016,Llewellyn,L,1827.22
MI.M00833.0568.001.FLD0135.ORIG1CS1122NW05000c,L.2016.1122,1122,NAM-14,2016,Llewellyn,L,2805.97
MI.M00833.0568.001.FLD0014.CHCK1CR1123NW05002c,L.2016.1123,1123,NAM-48,2016,Llewellyn,L,2004.86
MI.M00833.0568.001.FLD0037.ORIG1CS1129NW01000c,L.2016.1129,1129,NAM-17,2016,Llewellyn,L,2060.69
MI.M00833.0568.001.FLD0026.ORIG1CR1130NW01000c,L.2016.1130,1130,NAM-5,2016,Llewellyn,L,2166.53
MI.M00833.0568.001.FLD0030.ORIG1CS1136NW09000c,L.2016.1136,1136,NAM-23,2016,Llewellyn,L,3298.75
MI.M00833.0568.001.FLD0002.CHCK1CS1137NW05001c,L.2016.1137,1137,NAM-72,2016,Llewellyn,L,2028.33
MI.M00833.0568.001.FLD0027.ORIG1CS1143NW08000c,L.2016.1143,1143,NAM-30,2016,Llewellyn,L,1808.89
MI.M00833.0568.001.FLD0090.ORIG1CS1144NW10000c,L.2016.1144,1144,NAM-76,2016,Llewellyn,L,3314.58
MI.M00833.0568.001.FLD0078.ORIG1CR1150NW06000c,L.2016.1150,1150,NAM-32,2016,Llewellyn,L,1589.58
MI.M00833.0568.001.FLD0008.ORIG1CS1151NW07000c,L.2016.1151,1151,NAM-79,2016,Llewellyn,L,1518.19
MI.M00833.0568.001.FLD0063.ORIG1CS1203NW10000c,L.2016.1203,1203,NAM-13,2016,Llewellyn,L,2946.39
MI.M00833.0568.001.FLD0126.ORIG1CS1207NW09000c,L.2016.1207,1207,NAM-43,2016,Llewellyn,L,1569.31
MI.M00833.0568.001.FLD0005.ORIG1CR1208NW01000c,L.2016.1208,1208,NAM-37,2016,Llewellyn,L,2320.56
MI.M00833.0568.001.FLD0044.ORIG1CR1211NW07000c,L.2016.1211,1211,NAM-30,2016,Llewellyn,L,1740.97
MI.M00833.0568.001.FLD0007.ORIG1CS1215NW08000c,L.2016.1215,1215,NAM-72,2016,Llewellyn,L,2309.58
MI.M00833.0568.001.FLD0070.ORIG1CR1218NW06000c,L.2016.1218,1218,NAM-17,2016,Llewellyn,L,2185.28
MI.M00833.0568.001.FLD0038.CHCK1CS1225NW05001c,L.2016.1225,1225,NAM-0,2016,Llewellyn,L,2500
MI.M00833.0568.001.FLD0013.ORIG1CS1228NW06000c,L.2016.1228,1228,NAM-46,2016,Llewellyn,L,NA
MI.M00833.0568.001.FLD0054.ORIG1CR1229NW01000c,L.2016.1229,1229,NAM-76,2016,Llewellyn,L,2352.08
MI.M00833.0568.001.FLD0020.ORIG1CS1230NW04000c,L.2016.1230,1230,YN04-C1213,2016,Llewellyn,L,2797.5
MI.M00833.0568.001.FLD0029.ORIG1CS1236NW03000c,L.2016.1236,1236,NAM-79,2016,Llewellyn,L,1299.72
MI.M00833.0568.001.FLD0009.ORIG1CR1237NW03000c,L.2016.1237,1237,NAM-14,2016,Llewellyn,L,2516.53
MI.M00833.0568.001.FLD0021.ORIG1CR1244NW09000c,L.2016.1244,1244,NAM-23,2016,Llewellyn,L,3232.92
MI.M00833.0568.001.FLD0080.ORIG1CS1245NW10000c,L.2016.1245,1245,NAM-5,2016,Llewellyn,L,2244.17
MI.M00833.0568.001.FLD0011.ORIG1CS1252NW08000c,L.2016.1252,1252,NAM-32,2016,Llewellyn,L,1797.64
MI.M00833.0568.001.FLD0048.ORIG1CR1255NW04000c,L.2016.1255,1255,NAM-48,2016,Llewellyn,L,2589.17
MI.M00833.0568.001.FLD0015.ORIG1CR1302NW06000c,L.2016.1302,1302,NAM-5,2016,Llewellyn,L,1851.94
MI.M00833.0568.001.FLD0086.ORIG1CR1303NW07000c,L.2016.1303,1303,NAM-0,2016,Llewellyn,L,2334.31
MI.M00833.0568.001.FLD0010.ORIG1CS1308NW08000c,L.2016.1308,1308,NAM-13,2016,Llewellyn,L,2903.47
MI.M00833.0568.001.FLD0066.ORIG1CS1309NW02000c,L.2016.1309,1309,NAM-72,2016,Llewellyn,L,2658.61
MI.M00833.0568.001.FLD0050.ORIG1CS1316NW03000c,L.2016.1316,1316,NAM-30,2016,Llewellyn,L,2209.31
MI.M00833.0568.001.FLD0016.ORIG1CR1319NW01000c,L.2016.1319,1319,NAM-48,2016,Llewellyn,L,2638.75
MI.M00833.0568.001.FLD0099.ORIG1CS1322NW01000c,L.2016.1322,1322,NAM-14,2016,Llewellyn,L,2644.86
MI.M00833.0568.001.FLD0039.ORIG1CR1327NW01000c,L.2016.1327,1327,NAM-76,2016,Llewellyn,L,2662.64
MI.M00833.0568.001.FLD0018.ORIG1CR1330NW06000c,L.2016.1330,1330,NAM-17,2016,Llewellyn,L,2212.22
MI.M00833.0568.001.FLD0003.ORIG1CR1333NW05000c,L.2016.1333,1333,NAM-43,2016,Llewellyn,L,1865.97
MI.M00833.0568.001.FLD0004.ORIG1CR1337NW05000c,L.2016.1337,1337,NAM-23,2016,Llewellyn,L,3231.53
MI.M00833.0568.001.FLD0001.ORIG1CS1340NW05000c,L.2016.1340,1340,NAM-46,2016,Llewellyn,L,2575.83
MI.M00833.0568.001.FLD0049.ORIG1CS1343NW09000c,L.2016.1343,1343,NAM-37,2016,Llewellyn,L,2585.97
MI.M00833.0568.001.FLD0076.ORIG1CS1346NW08000c,L.2016.1346,1346,NAM-32,2016,Llewellyn,L,2247.64
MI.M00833.0568.001.FLD0033.ORIG1CR1355NW08000c,L.2016.1355,1355,NAM-79,2016,Llewellyn,L,1523.89
MI.M00833.0568.001.FLD0040.ORIG1CR1356NW01000c,L.2016.1356,1356,YN04-C1213,2016,Llewellyn,L,2487.08
ORIG2CR1101NC01000L,L.2017.1101,1101,NAM-46,2017,Llewellyn,L,1957.61
CHCK2CR1105NW05001L,L.2017.1105,1105,NAM-32,2017,Llewellyn,L,2330
ORIG2CR1110NC01000L,L.2017.1110,1110,NAM-76,2017,Llewellyn,L,2880.42
ORIG2CR1111NW01000L,L.2017.1111,1111,NAM-17,2017,Llewellyn,L,2138.87
ORIG2CR1117NW04000L,L.2017.1117,1117,NAM-72,2017,Llewellyn,L,2242.54
CHCK2CR1119NW02100L,L.2017.1119,1119,YN04-C1213,2017,Llewellyn,L,2560.42
ORIG2CR1122NC01000L,L.2017.1122,1122,NAM-23,2017,Llewellyn,L,3047.32
CHCK2CR1127NW05001L,L.2017.1127,1127,NAM-37,2017,Llewellyn,L,3385.07
ORIG2CR1130NC01000L,L.2017.1130,1130,NAM-79,2017,Llewellyn,L,1336.48
CHCK2CR1131NW02010L,L.2017.1131,1131,NAM-13,2017,Llewellyn,L,3024.37
ORIG2CR1138NC01000L,L.2017.1138,1138,NAM-30,2017,Llewellyn,L,2174.51
ORIG2CR1142NC01000L,L.2017.1142,1142,NAM-5,2017,Llewellyn,L,2032.82
ORIG2CR1143NC01000L,L.2017.1143,1143,NAM-48,2017,Llewellyn,L,2690.42
CHCK2CS1146NW02010L,L.2017.1146,1146,NAM-0,2017,Llewellyn,L,3018.31
ORIG2CR1150NC01000L,L.2017.1150,1150,NAM-14,2017,Llewellyn,L,2446.76
CHCK2CR1156NW05001L,L.2017.1156,1156,NAM-43,2017,Llewellyn,L,1948.59
CHCK2CR1202NW05001L,L.2017.1202,1202,NAM-0,2017,Llewellyn,L,2619.86
ORIG2CR1206NC01000L,L.2017.1206,1206,NAM-46,2017,Llewellyn,L,1982.82
ORIG2CR1212NW06000L,L.2017.1212,1212,NAM-13,2017,Llewellyn,L,2816.62
CHCK2CR1213NW05001L,L.2017.1213,1213,NAM-43,2017,Llewellyn,L,1655.92
ORIG2CR1215NC03000L,L.2017.1215,1215,NAM-76,2017,Llewellyn,L,3045.35
ORIG2CR1216NW01000L,L.2017.1216,1216,YN04-C1213,2017,Llewellyn,L,2690
ORIG2CR1222NC01000L,L.2017.1222,1222,NAM-23,2017,Llewellyn,L,2767.04
ORIG2CR1225NC01000L,L.2017.1225,1225,NAM-5,2017,Llewellyn,L,1652.82
CHCK2CS1231NW07100L,L.2017.1231,1231,NAM-37,2017,Llewellyn,L,2753.1
ORIG2CR1233NC01000L,L.2017.1233,1233,NAM-30,2017,Llewellyn,L,2652.82
ORIG2CR1238NW03000L,L.2017.1238,1238,NAM-72,2017,Llewellyn,L,2684.51
CHCK2CR1242NW05001L,L.2017.1242,1242,NAM-17,2017,Llewellyn,L,2579.72
ORIG2CR1243NC01000L,L.2017.1243,1243,NAM-14,2017,Llewellyn,L,3033.52
ORIG2CR1244NC01000L,L.2017.1244,1244,NAM-79,2017,Llewellyn,L,1632.54
ORIG2CR1250NC01000L,L.2017.1250,1250,NAM-48,2017,Llewellyn,L,2670.99
CHCK2CR1255NW05001L,L.2017.1255,1255,NAM-32,2017,Llewellyn,L,2443.1
ORIG2CR1302NC01000L,L.2017.1302,1302,NAM-23,2017,Llewellyn,L,2745.49
ORIG2CR1306NC01000L,L.2017.1306,1306,NAM-46,2017,Llewellyn,L,2611.27
CHCK2CR1308NW05001L,L.2017.1308,1308,YN04-C1213,2017,Llewellyn,L,3360.99
ORIG2CR1312NC01000L,L.2017.1312,1312,NAM-79,2017,Llewellyn,L,1388.17
ORIG2CR1319NW01000L,L.2017.1319,1319,NAM-32,2017,Llewellyn,L,2746.06
ORIG2CR1320NW08000L,L.2017.1320,1320,NAM-37,2017,Llewellyn,L,3363.38
CHCK2CR1325NC03100L,L.2017.1325,1325,NAM-30,2017,Llewellyn,L,2429.72
ORIG2CR1326NC01000L,L.2017.1326,1326,NAM-48,2017,Llewellyn,L,2641.41
ORIG2CR1330NW06000L,L.2017.1330,1330,NAM-17,2017,Llewellyn,L,2270.28
ORIG2CR1331NW01000L,L.2017.1331,1331,NAM-43,2017,Llewellyn,L,1936.48
ORIG2CR1340NC01000L,L.2017.1340,1340,NAM-76,2017,Llewellyn,L,3788.59
ORIG2CR1341NC01000L,L.2017.1341,1341,NAM-14,2017,Llewellyn,L,2530
ORIG2CR1345NC01000L,L.2017.1345,1345,NAM-5,2017,Llewellyn,L,1755.63
CHCK2CR1348NW05001L,L.2017.1348,1348,NAM-0,2017,Llewellyn,L,2747.75
ORIG2CR1351NW04000L,L.2017.1351,1351,NAM-13,2017,Llewellyn,L,3400.28
CHCK2CR1355NW05001L,L.2017.1355,1355,NAM-72,2017,Llewellyn,L,2837.18
NA,M.2015.101,101,NAM-78,2015,Melfort,M,4085.48325
NA,M.2015.102,102,NAM-71,2015,Melfort,M,1132.075472
NA,M.2015.103,103,NAM-76,2015,Melfort,M,2832.113978
NA,M.2015.104,104,NAM-13,2015,Melfort,M,3215.248363
NA,M.2015.105,105,NAM-26,2015,Melfort,M,3376.973431
NA,M.2015.106,106,NAM-9,2015,Melfort,M,1382.364266
NA,M.2015.107,107,NAM-47,2015,Melfort,M,1588.371198
NA,M.2015.108,108,NAM-88,2015,Melfort,M,2508.663843
NA,M.2015.109,109,NAM-40,2015,Melfort,M,2651.135926
NA,M.2015.110,110,NAM-66,2015,Melfort,M,1640.354255
NA,M.2015.111,111,NAM-79,2015,Melfort,M,1374.663073
NA,M.2015.112,112,NAM-5,2015,Melfort,M,1730.843281
NA,M.2015.113,113,NAM-68,2015,Melfort,M,1694.262611
NA,M.2015.115,115,NAM-86,2015,Melfort,M,1108.971891
NA,M.2015.116,116,NAM-56,2015,Melfort,M,2901.424721
NA,M.2015.118,118,NAM-1,2015,Melfort,M,2633.80824
NA,M.2015.119,119,NAM-65,2015,Melfort,M,2666.538313
NA,M.2015.120,120,NAM-32,2015,Melfort,M,1844.435888
NA,M.2015.121,121,NAM-51,2015,Melfort,M,1649.980747
NA,M.2015.122,122,NAM-73,2015,Melfort,M,2416.249519
NA,M.2015.123,123,NAM-30,2015,Melfort,M,2423.950712
NA,M.2015.124,124,NAM-39,2015,Melfort,M,2477.859068
NA,M.2015.125,125,NAM-83,2015,Melfort,M,1205.236812
NA,M.2015.127,127,NAM-34,2015,Melfort,M,548.7100501
NA,M.2015.128,128,NAM-12,2015,Melfort,M,3174.817097
NA,M.2015.129,129,NAM-10,2015,Melfort,M,2670.38891
NA,M.2015.130,130,NAM-31,2015,Melfort,M,1705.814401
NA,M.2015.201,201,NAM-8,2015,Melfort,M,2608.779361
NA,M.2015.202,202,NAM-87,2015,Melfort,M,4145.167501
NA,M.2015.203,203,NAM-37,2015,Melfort,M,2936.080092
NA,M.2015.204,204,NAM-43,2015,Melfort,M,1771.274548
NA,M.2015.205,205,NAM-45,2015,Melfort,M,566.0377358
NA,M.2015.206,206,NAM-25,2015,Melfort,M,2672.314209
NA,M.2015.207,207,NAM-36,2015,Melfort,M,860.6083943
NA,M.2015.208,208,NAM-50,2015,Melfort,M,1888.717751
NA,M.2015.210,210,NAM-4,2015,Melfort,M,2660.762418
NA,M.2015.211,211,NAM-28,2015,Melfort,M,2389.295341
NA,M.2015.212,212,NAM-57,2015,Melfort,M,3708.124759
NA,M.2015.213,213,NAM-82,2015,Melfort,M,1638.428956
NA,M.2015.214,214,NAM-72,2015,Melfort,M,2435.502503
NA,M.2015.215,215,NAM-0,2015,Melfort,M,2683.865999
NA,M.2015.216,216,NAM-15,2015,Melfort,M,2341.16288
NA,M.2015.217,217,NAM-17,2015,Melfort,M,1413.169041
NA,M.2015.218,218,NAM-42,2015,Melfort,M,2543.319214
NA,M.2015.219,219,Q2,2015,Melfort,M,2941.855988
NA,M.2015.220,220,NAM-49,2015,Melfort,M,3082.402772
NA,M.2015.221,221,NAM-29,2015,Melfort,M,879.8613785
NA,M.2015.222,222,NAM-38,2015,Melfort,M,2214.093184
NA,M.2015.223,223,NAM-23,2015,Melfort,M,3392.375818
NA,M.2015.224,224,NAM-46,2015,Melfort,M,1711.590296
NA,M.2015.225,225,NAM-48,2015,Melfort,M,1906.045437
NA,M.2015.226,226,NAM-33,2015,Melfort,M,1725.067385
NA,M.2015.227,227,NAM-85,2015,Melfort,M,1220.639199
NA,M.2015.228,228,NAM-53,2015,Melfort,M,1900.269542
NA,M.2015.229,229,NAM-14,2015,Melfort,M,2268.00154
NA,M.2015.230,230,NAM-75,2015,Melfort,M,2321.909896
NA,M.2015.301,301,NAM-36,2015,Melfort,M,1132.075472
NA,M.2015.302,302,NAM-5,2015,Melfort,M,1921.447824
NA,M.2015.303,303,NAM-73,2015,Melfort,M,3080.477474
NA,M.2015.304,304,NAM-12,2015,Melfort,M,3530.997305
NA,M.2015.305,305,NAM-78,2015,Melfort,M,4301.116673
NA,M.2015.306,306,NAM-83,2015,Melfort,M,2112.052368
NA,M.2015.308,308,NAM-31,2015,Melfort,M,2219.86908
NA,M.2015.309,309,NAM-75,2015,Melfort,M,3257.604929
NA,M.2015.310,310,NAM-48,2015,Melfort,M,2997.689642
NA,M.2015.311,311,NAM-72,2015,Melfort,M,3074.701579
NA,M.2015.312,312,NAM-23,2015,Melfort,M,4262.610705
NA,M.2015.313,313,NAM-38,2015,Melfort,M,2680.015402
NA,M.2015.314,314,NAM-42,2015,Melfort,M,2724.297266
NA,M.2015.315,315,NAM-30,2015,Melfort,M,2699.268387
NA,M.2015.316,316,NAM-26,2015,Melfort,M,2190.989603
NA,M.2015.317,317,NAM-33,2015,Melfort,M,2185.213708
NA,M.2015.318,318,NAM-40,2015,Melfort,M,2073.5464
NA,M.2015.319,319,NAM-0,2015,Melfort,M,2778.205622
NA,M.2015.320,320,NAM-87,2015,Melfort,M,3631.112822
NA,M.2015.323,323,NAM-79,2015,Melfort,M,1191.759723
NA,M.2015.324,324,Q2,2015,Melfort,M,3195.995379
NA,M.2015.326,326,NAM-9,2015,Melfort,M,1909.896034
NA,M.2015.327,327,NAM-51,2015,Melfort,M,2194.8402
NA,M.2015.328,328,NAM-57,2015,Melfort,M,3219.09896
NA,M.2015.329,329,NAM-71,2015,Melfort,M,876.0107817
NA,M.2015.330,330,NAM-28,2015,Melfort,M,2329.61109
NA,M.2015.401,401,NAM-88,2015,Melfort,M,2364.266461
NA,M.2015.402,402,NAM-4,2015,Melfort,M,2458.606084
NA,M.2015.403,403,NAM-53,2015,Melfort,M,1790.527532
NA,M.2015.404,404,NAM-65,2015,Melfort,M,3480.939546
NA,M.2015.405,405,NAM-17,2015,Melfort,M,2146.70774
NA,M.2015.406,406,NAM-45,2015,Melfort,M,621.8713901
NA,M.2015.407,407,NAM-1,2015,Melfort,M,2809.010397
NA,M.2015.408,408,NAM-34,2015,Melfort,M,529.4570658
NA,M.2015.409,409,NAM-37,2015,Melfort,M,2914.90181
NA,M.2015.410,410,NAM-47,2015,Melfort,M,1578.744705
NA,M.2015.411,411,NAM-14,2015,Melfort,M,3663.842896
NA,M.2015.412,412,NAM-49,2015,Melfort,M,3273.007316
NA,M.2015.413,413,NAM-43,2015,Melfort,M,1557.566423
NA,M.2015.414,414,NAM-39,2015,Melfort,M,2447.054293
NA,M.2015.415,415,NAM-66,2015,Melfort,M,1977.281479
NA,M.2015.416,416,NAM-82,2015,Melfort,M,2489.410859
NA,M.2015.417,417,NAM-25,2015,Melfort,M,2620.331151
NA,M.2015.418,418,NAM-29,2015,Melfort,M,1056.988833
NA,M.2015.419,419,NAM-76,2015,Melfort,M,2531.767424
NA,M.2015.420,420,NAM-85,2015,Melfort,M,891.413169
NA,M.2015.421,421,NAM-10,2015,Melfort,M,3332.691567
NA,M.2015.422,422,NAM-32,2015,Melfort,M,1971.505583
NA,M.2015.423,423,NAM-8,2015,Melfort,M,1572.96881
NA,M.2015.424,424,NAM-50,2015,Melfort,M,1898.344243
NA,M.2015.425,425,NAM-68,2015,Melfort,M,1956.103196
NA,M.2015.426,426,NAM-46,2015,Melfort,M,1621.101271
NA,M.2015.427,427,NAM-56,2015,Melfort,M,3305.737389
NA,M.2015.428,428,NAM-86,2015,Melfort,M,1068.540624
NA,M.2015.429,429,NAM-15,2015,Melfort,M,2939.930689
NA,M.2015.430,430,NAM-13,2015,Melfort,M,2624.181748
ORIG2CR1101NC01000M,M.2017.1101,1101,NAM-32,2017,Melfort,M,2637.04
CHCK2CR1102NC02001M,M.2017.1102,1102,NAM-0,2017,Melfort,M,2859.26
ORIG2CR1103NC01000M,M.2017.1103,1103,NAM-14,2017,Melfort,M,2709.26
CHCK2CR1104NC02100M,M.2017.1104,1104,NAM-43,2017,Melfort,M,2600
CHCK2CR1105NC02001M,M.2017.1105,1105,NAM-13,2017,Melfort,M,3181.48
ORIG2CR1106NC01000M,M.2017.1106,1106,NAM-76,2017,Melfort,M,2975.93
ORIG2CR1107NC01000M,M.2017.1107,1107,NAM-17,2017,Melfort,M,2553.7
CHCK2CR1108NC03010M,M.2017.1108,1108,YN04-C1213,2017,Melfort,M,3268.52
ORIG2CR1109NC01000M,M.2017.1109,1109,NAM-5,2017,Melfort,M,2420.37
ORIG2CR1110NC02000M,M.2017.1110,1110,NAM-30,2017,Melfort,M,2581.48
CHCK2CR1111NC02001M,M.2017.1111,1111,NAM-37,2017,Melfort,M,2514.81
CHCK2CS1112NC02001M,M.2017.1112,1112,NAM-23,2017,Melfort,M,3451.85
ORIG2CR1113NC01000M,M.2017.1113,1113,NAM-79,2017,Melfort,M,1329.63
ORIG2CR1114NC01000M,M.2017.1114,1114,NAM-46,2017,Melfort,M,1785.19
CHCK2CS1115NC02001M,M.2017.1115,1115,NAM-72,2017,Melfort,M,2718.52
CHCK2CS1116NC03100M,M.2017.1116,1116,NAM-48,2017,Melfort,M,2651.85
CHCK2CR1201NC02001M,M.2017.1201,1201,NAM-30,2017,Melfort,M,2825.93
ORIG2CR1202NC01000M,M.2017.1202,1202,NAM-43,2017,Melfort,M,2485.19
CHCK2CS1203NC02001M,M.2017.1203,1203,NAM-17,2017,Melfort,M,2442.59
ORIG2CR1204NC01000M,M.2017.1204,1204,NAM-46,2017,Melfort,M,1870.37
CHCK2CR1205NC02001M,M.2017.1205,1205,NAM-32,2017,Melfort,M,2627.78
CHCK2CS1206NC02001M,M.2017.1206,1206,NAM-76,2017,Melfort,M,3235.19
CHCK2CS1207NC02002M,M.2017.1207,1207,NAM-72,2017,Melfort,M,2557.41
CHCK2CR1208NC02001M,M.2017.1208,1208,NAM-37,2017,Melfort,M,2588.89
CHCK2CS1209NC02001M,M.2017.1209,1209,NAM-13,2017,Melfort,M,3201.85
ORIG2CR1210NC01000M,M.2017.1210,1210,NAM-23,2017,Melfort,M,3442.59
ORIG2CR1211NC01000M,M.2017.1211,1211,NAM-48,2017,Melfort,M,2924.07
CHCK2CR1212NC02001M,M.2017.1212,1212,NAM-0,2017,Melfort,M,2844.44
CHCK2CS1213NC03200M,M.2017.1213,1213,NAM-79,2017,Melfort,M,1657.41
ORIG2CR1214NC01000M,M.2017.1214,1214,NAM-5,2017,Melfort,M,2357.41
CHCK2CR1215NC02001M,M.2017.1215,1215,YN04-C1213,2017,Melfort,M,3479.63
ORIG2CR1216NC01000M,M.2017.1216,1216,NAM-14,2017,Melfort,M,2296.3
ORIG2CR1301NC01000M,M.2017.1301,1301,NAM-0,2017,Melfort,M,2885.19
ORIG2CR1302NC01000M,M.2017.1302,1302,NAM-76,2017,Melfort,M,2974.07
CHCK2CR1303NC02002M,M.2017.1303,1303,NAM-46,2017,Melfort,M,1579.63
CHCK2CS1304NC02001M,M.2017.1304,1304,NAM-5,2017,Melfort,M,2107.41
ORIG2CR1305NC01000M,M.2017.1305,1305,NAM-72,2017,Melfort,M,2935.19
ORIG2CR1306NC03000M,M.2017.1306,1306,NAM-17,2017,Melfort,M,2388.89
ORIG2CR1307NC01000M,M.2017.1307,1307,NAM-14,2017,Melfort,M,2729.63
CHCK2CS1308NC02001M,M.2017.1308,1308,NAM-23,2017,Melfort,M,3725.93
ORIG2CR1309NC01000M,M.2017.1309,1309,NAM-13,2017,Melfort,M,3372.22
CHCK2CR1310NC02001M,M.2017.1310,1310,NAM-32,2017,Melfort,M,2392.59
CHCK2CS1311NC02001M,M.2017.1311,1311,NAM-30,2017,Melfort,M,2862.96
CHCK2CS1312NC02001M,M.2017.1312,1312,NAM-79,2017,Melfort,M,1683.33
CHCK2CR1313NC02001M,M.2017.1313,1313,YN04-C1213,2017,Melfort,M,3351.85
ORIG2CR1314NC02000M,M.2017.1314,1314,NAM-48,2017,Melfort,M,2537.04
CHCK2CS1315NC02001M,M.2017.1315,1315,NAM-43,2017,Melfort,M,2268.52
ORIG2CR1316NC03000M,M.2017.1316,1316,NAM-37,2017,Melfort,M,2698.15
NA,N.2017.101,101,NAM-65,2017,Nursery,N,2341.534626
NA,N.2017.102,102,NAM-87,2017,Nursery,N,3152.728345
NA,N.2017.103,103,NAM-43,2017,Nursery,N,1384.46599
NA,N.2017.104,104,Quantum,2017,Nursery,N,2975.363826
NA,N.2017.105,105,NAM-40,2017,Nursery,N,3419.447979
NA,N.2017.106,106,NAM-50,2017,Nursery,N,1194.720943
NA,N.2017.107,107,NAM-26,2017,Nursery,N,2845.637425
NA,N.2017.108,108,NAM-37,2017,Nursery,N,3188.52422
NA,N.2017.109,109,NAM-82,2017,Nursery,N,2000.262683
NA,N.2017.110,110,NAM-66,2017,Nursery,N,865.2912438
NA,N.2017.111,111,NAM-39,2017,Nursery,N,2561.154425
NA,N.2017.112,112,NAM-17,2017,Nursery,N,1945.357733
NA,N.2017.113,113,NAM-42,2017,Nursery,N,2868.245345
NA,N.2017.114,114,NAM-34,2017,Nursery,N,775.6669875
NA,N.2017.115,115,NAM-46,2017,Nursery,N,2363.873404
NA,N.2017.116,116,NAM-76,2017,Nursery,N,3188.52422
