fastq.gz,site.year.plot,plot,CanolaLine,year,site,site.short,Yield.kg.ha
NA,S1.2014.105,105,NAM-38,2014,Saskatoon,S1,3408.951445
NA,S1.2014.106,106,NAM-23,2014,Saskatoon,S1,2280.977696
NA,S1.2014.107,107,NAM-72,2014,Saskatoon,S1,2652.662675
NA,S1.2014.108,108,NAM-49,2014,Saskatoon,S1,2492.79238
NA,S1.2014.109,109,NAM-57,2014,Saskatoon,S1,3384.459531
NA,S1.2014.11,11,NAM-8,2014,Saskatoon,S1,2377.868784
NA,S1.2014.110,110,NAM-88,2014,Saskatoon,S1,2017.218623
NA,S1.2014.111,111,NAM-10,2014,Saskatoon,S1,3600.311343
NA,S1.2014.112,112,NAM-76,2014,Saskatoon,S1,2532.087099
NA,S1.2014.113,113,NAM-68,2014,Saskatoon,S1,2109.265156
NA,S1.2014.114,114,NAM-34,2014,Saskatoon,S1,1845.506084
NA,S1.2014.115,115,NAM-4,2014,Saskatoon,S1,1825.051298
NA,S1.2014.116,116,NAM-49,2014,Saskatoon,S1,2897.312672
NA,S1.2014.117,117,CHECK,2014,Saskatoon,S1,3047.224716
NA,S1.2014.119,119,NAM-68,2014,Saskatoon,S1,2734.481816
NA,S1.2014.12,12,NAM-79,2014,Saskatoon,S1,1109.133815
NA,S1.2014.120,120,NAM-36,2014,Saskatoon,S1,1271.426388
NA,S1.2014.121,121,NAM-37,2014,Saskatoon,S1,2663.428351
NA,S1.2014.122,122,NAM-25,2014,Saskatoon,S1,1283.268632
NA,S1.2014.123,123,NAM-87,2014,Saskatoon,S1,3753.183949
NA,S1.2014.124,124,NAM-14,2014,Saskatoon,S1,2732.866964
NA,S1.2014.125,125,NAM-86,2014,Saskatoon,S1,2399.93842
NA,S1.2014.126,126,NAM-10,2014,Saskatoon,S1,3169.415144
NA,S1.2014.127,127,NAM-1,2014,Saskatoon,S1,1758.842388
NA,S1.2014.128,128,NAM-32,2014,Saskatoon,S1,1730.044204
NA,S1.2014.129,129,NAM-79,2014,Saskatoon,S1,1068.224245
NA,S1.2014.13,13,NAM-87,2014,Saskatoon,S1,4114.103251
NA,S1.2014.130,130,NAM-12,2014,Saskatoon,S1,2843.48429
NA,S1.2014.131,131,NAM-17,2014,Saskatoon,S1,2976.440394
NA,S1.2014.132,132,NAM-85,2014,Saskatoon,S1,2962.714156
NA,S1.2014.133,133,NAM-26,2014,Saskatoon,S1,2802.574719
NA,S1.2014.134,134,NAM-56,2014,Saskatoon,S1,3356.468772
NA,S1.2014.135,135,NAM-43,2014,Saskatoon,S1,1687.788924
NA,S1.2014.136,136,NAM-88,2014,Saskatoon,S1,1995.68727
NA,S1.2014.138,138,NAM-57,2014,Saskatoon,S1,3911.439392
NA,S1.2014.139,139,NAM-65,2014,Saskatoon,S1,2842.407722
NA,S1.2014.14,14,NAM-32,2014,Saskatoon,S1,1255.547015
NA,S1.2014.140,140,NAM-0,2014,Saskatoon,S1,1876.188262
NA,S1.2014.141,141,NAM-28,2014,Saskatoon,S1,2160.132978
NA,S1.2014.142,142,NAM-46,2014,Saskatoon,S1,2631.669606
NA,S1.2014.143,143,NAM-30,2014,Saskatoon,S1,1810.786777
NA,S1.2014.144,144,NAM-13,2014,Saskatoon,S1,2404.513833
NA,S1.2014.145,145,NAM-53,2014,Saskatoon,S1,2172.244364
NA,S1.2014.146,146,NAM-76,2014,Saskatoon,S1,2504.634624
NA,S1.2014.147,147,NAM-38,2014,Saskatoon,S1,2561.692709
NA,S1.2014.148,148,NAM-51,2014,Saskatoon,S1,2059.204761
NA,S1.2014.149,149,NAM-5,2014,Saskatoon,S1,1924.364664
NA,S1.2014.15,15,NAM-39,2014,Saskatoon,S1,2948.180493
NA,S1.2014.150,150,NAM-66,2014,Saskatoon,S1,3344.357386
NA,S1.2014.151,151,NAM-39,2014,Saskatoon,S1,2474.49073
NA,S1.2014.152,152,NAM-34,2014,Saskatoon,S1,1639.34338
NA,S1.2014.153,153,NAM-29,2014,Saskatoon,S1,909.4305172
NA,S1.2014.154,154,NAM-45,2014,Saskatoon,S1,2164.439248
NA,S1.2014.155,155,NAM-83,2014,Saskatoon,S1,2635.168451
NA,S1.2014.156,156,NAM-75,2014,Saskatoon,S1,2101.460041
NA,S1.2014.157,157,NAM-8,2014,Saskatoon,S1,2750.092047
NA,S1.2014.158,158,CHECK,2014,Saskatoon,S1,2848.059702
NA,S1.2014.159,159,NAM-71,2014,Saskatoon,S1,2479.335284
NA,S1.2014.16,16,NAM-86,2014,Saskatoon,S1,2226.072746
NA,S1.2014.160,160,NAM-31,2014,Saskatoon,S1,2263.21433
NA,S1.2014.161,161,NAM-15,2014,Saskatoon,S1,3272.227354
NA,S1.2014.162,162,NAM-82,2014,Saskatoon,S1,1158.925069
NA,S1.2014.163,163,NAM-33,2014,Saskatoon,S1,2468.031324
NA,S1.2014.164,164,NAM-42,2014,Saskatoon,S1,1679.983808
NA,S1.2014.165,165,NAM-47,2014,Saskatoon,S1,2669.887757
NA,S1.2014.168,168,NAM-23,2014,Saskatoon,S1,2512.708881
NA,S1.2014.169,169,NAM-65,2014,Saskatoon,S1,3059.874386
NA,S1.2014.17,17,NAM-46,2014,Saskatoon,S1,2520.783138
NA,S1.2014.170,170,NAM-57,2014,Saskatoon,S1,3868.914971
NA,S1.2014.172,172,NAM-87,2014,Saskatoon,S1,3900.942858
NA,S1.2014.174,174,NAM-4,2014,Saskatoon,S1,1511.500972
NA,S1.2014.175,175,NAM-49,2014,Saskatoon,S1,2779.697657
NA,S1.2014.176,176,NAM-23,2014,Saskatoon,S1,2572.189243
NA,S1.2014.177,177,NAM-10,2014,Saskatoon,S1,3717.926358
NA,S1.2014.178,178,NAM-1,2014,Saskatoon,S1,1506.656418
NA,S1.2014.179,179,NAM-51,2014,Saskatoon,S1,2279.093702
NA,S1.2014.18,18,NAM-34,2014,Saskatoon,S1,1592.512687
NA,S1.2014.180,180,NAM-86,2014,Saskatoon,S1,2742.017789
NA,S1.2014.181,181,NAM-26,2014,Saskatoon,S1,2995.818611
NA,S1.2014.182,182,NAM-30,2014,Saskatoon,S1,1995.956412
NA,S1.2014.183,183,NAM-17,2014,Saskatoon,S1,2682.268285
NA,S1.2014.184,184,NAM-79,2014,Saskatoon,S1,1231.593385
NA,S1.2014.185,185,NAM-33,2014,Saskatoon,S1,3170.760853
NA,S1.2014.186,186,NAM-43,2014,Saskatoon,S1,1559.13909
NA,S1.2014.187,187,NAM-12,2014,Saskatoon,S1,1664.911861
NA,S1.2014.188,188,NAM-47,2014,Saskatoon,S1,3482.96547
NA,S1.2014.189,189,NAM-38,2014,Saskatoon,S1,2845.906567
NA,S1.2014.19,19,NAM-53,2014,Saskatoon,S1,2305.738751
NA,S1.2014.190,190,NAM-25,2014,Saskatoon,S1,967.2960281
NA,S1.2014.191,191,NAM-45,2014,Saskatoon,S1,0
NA,S1.2014.194,194,NAM-29,2014,Saskatoon,S1,599.3790358
NA,S1.2014.195,195,NAM-14,2014,Saskatoon,S1,3675.401937
NA,S1.2014.196,196,NAM-34,2014,Saskatoon,S1,1702.860871
NA,S1.2014.197,197,NAM-15,2014,Saskatoon,S1,3017.888248
NA,S1.2014.198,198,NAM-28,2014,Saskatoon,S1,2432.504592
NA,S1.2014.199,199,NAM-71,2014,Saskatoon,S1,2923.419437
NA,S1.2014.2,2,NAM-40,2014,Saskatoon,S1,3680.246491
NA,S1.2014.20,20,NAM-5,2014,Saskatoon,S1,1774.721761
NA,S1.2014.200,200,NAM-5,2014,Saskatoon,S1,2245.989247
NA,S1.2014.201,201,NAM-53,2014,Saskatoon,S1,3000.124882
NA,S1.2014.202,202,NAM-0,2014,Saskatoon,S1,1874.57341
NA,S1.2014.203,203,NAM-83,2014,Saskatoon,S1,2694.110529
NA,S1.2014.204,204,NAM-76,2014,Saskatoon,S1,2689.535117
NA,S1.2014.205,205,NAM-13,2014,Saskatoon,S1,2733.943532
NA,S1.2014.206,206,NAM-31,2014,Saskatoon,S1,3216.245836
NA,S1.2014.207,207,NAM-68,2014,Saskatoon,S1,2165.246674
NA,S1.2014.208,208,NAM-66,2014,Saskatoon,S1,3560.747482
NA,S1.2014.209,209,NAM-46,2014,Saskatoon,S1,2700.031651
NA,S1.2014.21,21,CHECK,2014,Saskatoon,S1,3150.844352
NA,S1.2014.210,210,NAM-32,2014,Saskatoon,S1,1941.589746
NA,S1.2014.211,211,CHECK,2014,Saskatoon,S1,3173.721414
NA,S1.2014.212,212,NAM-37,2014,Saskatoon,S1,3375.308706
NA,S1.2014.213,213,NAM-82,2014,Saskatoon,S1,1577.979024
NA,S1.2014.214,214,CHECK,2014,Saskatoon,S1,3342.473393
NA,S1.2014.215,215,NAM-8,2014,Saskatoon,S1,3286.222733
NA,S1.2014.216,216,NAM-39,2014,Saskatoon,S1,2365.219114
NA,S1.2014.217,217,NAM-88,2014,Saskatoon,S1,2724.523565
NA,S1.2014.218,218,NAM-36,2014,Saskatoon,S1,1287.844044
NA,S1.2014.22,22,NAM-36,2014,Saskatoon,S1,1089.486456
NA,S1.2014.23,23,NAM-73,2014,Saskatoon,S1,2019.371758
NA,S1.2014.24,24,CHECK,2014,Saskatoon,S1,3460.626692
NA,S1.2014.25,25,NAM-33,2014,Saskatoon,S1,1827.473576
NA,S1.2014.26,26,NAM-17,2014,Saskatoon,S1,2262.676046
NA,S1.2014.27,27,NAM-42,2014,Saskatoon,S1,2810.379835
NA,S1.2014.28,28,NAM-12,2014,Saskatoon,S1,2103.882318
NA,S1.2014.29,29,NAM-45,2014,Saskatoon,S1,2183.279182
NA,S1.2014.3,3,NAM-14,2014,Saskatoon,S1,3023.271086
NA,S1.2014.30,30,NAM-26,2014,Saskatoon,S1,2348.801457
NA,S1.2014.31,31,NAM-47,2014,Saskatoon,S1,2470.453601
NA,S1.2014.32,32,NAM-83,2014,Saskatoon,S1,1885.069945
NA,S1.2014.33,33,NAM-13,2014,Saskatoon,S1,1761.533807
NA,S1.2014.34,34,NAM-72,2014,Saskatoon,S1,2462.917628
NA,S1.2014.35,35,NAM-31,2014,Saskatoon,S1,2254.332646
NA,S1.2014.36,36,NAM-29,2014,Saskatoon,S1,926.3864576
NA,S1.2014.37,37,NAM-1,2014,Saskatoon,S1,1397.384802
NA,S1.2014.38,38,NAM-30,2014,Saskatoon,S1,2263.21433
NA,S1.2014.39,39,NAM-56,2014,Saskatoon,S1,2779.159373
NA,S1.2014.4,4,NAM-25,2014,Saskatoon,S1,1835.547833
NA,S1.2014.40,40,NAM-65,2014,Saskatoon,S1,2024.485454
NA,S1.2014.41,41,NAM-51,2014,Saskatoon,S1,1979.269613
NA,S1.2014.43,43,NAM-66,2014,Saskatoon,S1,3826.390549
NA,S1.2014.45,45,NAM-23,2014,Saskatoon,S1,2814.147821
NA,S1.2014.47,47,NAM-0,2014,Saskatoon,S1,2032.021428
NA,S1.2014.48,48,NAM-88,2014,Saskatoon,S1,2256.485782
NA,S1.2014.49,49,NAM-49,2014,Saskatoon,S1,2405.5904
NA,S1.2014.5,5,NAM-10,2014,Saskatoon,S1,4167.931634
NA,S1.2014.50,50,NAM-37,2014,Saskatoon,S1,2880.895015
NA,S1.2014.51,51,NAM-38,2014,Saskatoon,S1,2641.896998
NA,S1.2014.52,52,NAM-4,2014,Saskatoon,S1,1618.350311
NA,S1.2014.53,53,NAM-75,2014,Saskatoon,S1,2868.783629
NA,S1.2014.54,54,NAM-43,2014,Saskatoon,S1,2266.982316
NA,S1.2014.56,56,NAM-76,2014,Saskatoon,S1,3176.681975
NA,S1.2014.57,57,NAM-85,2014,Saskatoon,S1,2035.251131
NA,S1.2014.58,58,NAM-33,2014,Saskatoon,S1,1913.060703
NA,S1.2014.59,59,NAM-31,2014,Saskatoon,S1,2620.096504
NA,S1.2014.6,6,NAM-15,2014,Saskatoon,S1,3086.250293
NA,S1.2014.60,60,NAM-86,2014,Saskatoon,S1,2251.910369
NA,S1.2014.61,61,NAM-75,2014,Saskatoon,S1,2382.713338
NA,S1.2014.62,62,NAM-5,2014,Saskatoon,S1,2310.045022
NA,S1.2014.63,63,NAM-4,2014,Saskatoon,S1,2081.005256
NA,S1.2014.64,64,NAM-65,2014,Saskatoon,S1,3179.373395
NA,S1.2014.65,65,NAM-42,2014,Saskatoon,S1,2663.697493
NA,S1.2014.66,66,NAM-51,2014,Saskatoon,S1,2266.713174
NA,S1.2014.67,67,CHECK,2014,Saskatoon,S1,3391.726362
NA,S1.2014.68,68,NAM-87,2014,Saskatoon,S1,3764.218767
NA,S1.2014.69,69,NAM-85,2014,Saskatoon,S1,2399.130995
NA,S1.2014.7,7,NAM-71,2014,Saskatoon,S1,2662.620925
NA,S1.2014.70,70,NAM-15,2014,Saskatoon,S1,3239.392041
NA,S1.2014.71,71,NAM-32,2014,Saskatoon,S1,1867.037437
NA,S1.2014.72,72,NAM-14,2014,Saskatoon,S1,3515.262499
NA,S1.2014.73,73,NAM-71,2014,Saskatoon,S1,2145.061031
NA,S1.2014.74,74,NAM-26,2014,Saskatoon,S1,2850.481979
NA,S1.2014.76,76,NAM-43,2014,Saskatoon,S1,2101.190899
NA,S1.2014.77,77,NAM-39,2014,Saskatoon,S1,2806.342706
NA,S1.2014.78,78,NAM-45,2014,Saskatoon,S1,2315.158718
NA,S1.2014.79,79,NAM-83,2014,Saskatoon,S1,1907.947007
NA,S1.2014.8,8,NAM-82,2014,Saskatoon,S1,2054.629349
NA,S1.2014.82,82,NAM-0,2014,Saskatoon,S1,2627.632477
NA,S1.2014.83,83,NAM-82,2014,Saskatoon,S1,2065.664167
NA,S1.2014.84,84,NAM-29,2014,Saskatoon,S1,1129.857742
NA,S1.2014.85,85,NAM-8,2014,Saskatoon,S1,2997.164321
NA,S1.2014.86,86,NAM-47,2014,Saskatoon,S1,3019.233958
NA,S1.2014.87,87,NAM-53,2014,Saskatoon,S1,2205.348819
NA,S1.2014.88,88,NAM-66,2014,Saskatoon,S1,2970.519272
NA,S1.2014.89,89,NAM-73,2014,Saskatoon,S1,2055.167632
NA,S1.2014.9,9,NAM-68,2014,Saskatoon,S1,2673.11746
NA,S1.2014.91,91,NAM-25,2014,Saskatoon,S1,1963.390241
NA,S1.2014.92,92,NAM-56,2014,Saskatoon,S1,3987.068269
NA,S1.2014.93,93,NAM-40,2014,Saskatoon,S1,3686.436755
NA,S1.2014.94,94,NAM-37,2014,Saskatoon,S1,3166.185441
NA,S1.2014.95,95,NAM-12,2014,Saskatoon,S1,2891.39155
NA,S1.2014.96,96,NAM-17,2014,Saskatoon,S1,3197.405903
NA,S1.2014.97,97,CHECK,2014,Saskatoon,S1,3226.473229
NA,S1.2014.98,98,NAM-28,2014,Saskatoon,S1,2919.65145
NA,S1.2014.99,99,NAM-13,2014,Saskatoon,S1,2620.903929
NA,S1.2015.101,101,NAM-4,2015,Saskatoon,S1,1695.887747
NA,S1.2015.102,102,NAM-46,2015,Saskatoon,S1,896.3601
NA,S1.2015.103,103,NAM-34,2015,Saskatoon,S1,238.9552654
NA,S1.2015.104,104,NAM-17,2015,Saskatoon,S1,1566.68519
NA,S1.2015.105,105,NAM-45,2015,Saskatoon,S1,571.8255071
NA,S1.2015.106,106,NAM-82,2015,Saskatoon,S1,1202.556266
NA,S1.2015.107,107,NAM-1,2015,Saskatoon,S1,1923.450959
NA,S1.2015.108,108,NAM-38,2015,Saskatoon,S1,1604.890247
NA,S1.2015.109,109,NAM-83,2015,Saskatoon,S1,836.8991386
NA,S1.2015.110,110,NAM-87,2015,Saskatoon,S1,2498.33287
NA,S1.2015.111,111,NAM-57,2015,Saskatoon,S1,2817.171437
NA,S1.2015.112,112,NAM-15,2015,Saskatoon,S1,2115.587663
NA,S1.2015.114,114,NAM-66,2015,Saskatoon,S1,354.5429286
NA,S1.2015.115,115,NAM-14,2015,Saskatoon,S1,1292.442345
NA,S1.2015.116,116,NAM-12,2015,Saskatoon,S1,1458.877466
NA,S1.2015.118,118,NAM-5,2015,Saskatoon,S1,981.9394276
NA,S1.2015.119,119,NAM-32,2015,Saskatoon,S1,1199.360934
NA,S1.2015.120,120,NAM-33,2015,Saskatoon,S1,1533.342595
NA,S1.2015.121,121,NAM-68,2015,Saskatoon,S1,1667.407613
NA,S1.2015.122,122,NAM-13,2015,Saskatoon,S1,1865.379272
NA,S1.2015.123,123,NAM-75,2015,Saskatoon,S1,2024.67352
NA,S1.2015.124,124,NAM-0,2015,Saskatoon,S1,1570.436232
NA,S1.2015.125,125,NAM-86,2015,Saskatoon,S1,1067.79661
NA,S1.2015.126,126,NAM-79,2015,Saskatoon,S1,576.4101139
NA,S1.2015.127,127,NAM-50,2015,Saskatoon,S1,1475.131981
NA,S1.2015.128,128,NAM-36,2015,Saskatoon,S1,230.758544
NA,S1.2015.129,129,NAM-53,2015,Saskatoon,S1,1165.045846
NA,S1.2015.130,130,NAM-31,2015,Saskatoon,S1,1873.159211
NA,S1.2015.201,201,NAM-28,2015,Saskatoon,S1,2248.541261
NA,S1.2015.202,202,NAM-39,2015,Saskatoon,S1,1812.03112
NA,S1.2015.203,203,Q2,2015,Saskatoon,S1,2731.314254
NA,S1.2015.204,204,NAM-29,2015,Saskatoon,S1,491.6643512
NA,S1.2015.205,205,NAM-73,2015,Saskatoon,S1,2644.484579
NA,S1.2015.207,207,NAM-42,2015,Saskatoon,S1,2523.061962
NA,S1.2015.208,208,NAM-65,2015,Saskatoon,S1,2264.240067
NA,S1.2015.209,209,NAM-51,2015,Saskatoon,S1,588.9135871
NA,S1.2015.210,210,NAM-10,2015,Saskatoon,S1,3341.483745
NA,S1.2015.211,211,NAM-40,2015,Saskatoon,S1,2806.196166
NA,S1.2015.212,212,NAM-48,2015,Saskatoon,S1,2706.029453
NA,S1.2015.213,213,NAM-49,2015,Saskatoon,S1,2713.809391
NA,S1.2015.214,214,NAM-78,2015,Saskatoon,S1,2541.261462
NA,S1.2015.216,216,NAM-37,2015,Saskatoon,S1,2534.592942
NA,S1.2015.217,217,NAM-72,2015,Saskatoon,S1,2401.639344
NA,S1.2015.218,218,NAM-26,2015,Saskatoon,S1,1794.526257
NA,S1.2015.219,219,NAM-25,2015,Saskatoon,S1,1464.15671
NA,S1.2015.220,220,NAM-47,2015,Saskatoon,S1,1085.579328
NA,S1.2015.221,221,NAM-30,2015,Saskatoon,S1,1595.859961
NA,S1.2015.222,222,NAM-76,2015,Saskatoon,S1,2168.519033
NA,S1.2015.223,223,NAM-56,2015,Saskatoon,S1,2176.437899
NA,S1.2015.224,224,NAM-88,2015,Saskatoon,S1,1065.712698
NA,S1.2015.225,225,NAM-71,2015,Saskatoon,S1,747.5687691
NA,S1.2015.226,226,NAM-43,2015,Saskatoon,S1,636.7046402
NA,S1.2015.227,227,NAM-23,2015,Saskatoon,S1,2085.718255
NA,S1.2015.228,228,NAM-85,2015,Saskatoon,S1,1917.338149
NA,S1.2015.229,229,NAM-8,2015,Saskatoon,S1,1468.741317
NA,S1.2015.230,230,NAM-9,2015,Saskatoon,S1,848.8469019
NA,S1.2015.301,301,NAM-25,2015,Saskatoon,S1,1842.734093
NA,S1.2015.302,302,NAM-57,2015,Saskatoon,S1,2976.938038
NA,S1.2015.303,303,NAM-86,2015,Saskatoon,S1,1398.860795
NA,S1.2015.304,304,NAM-34,2015,Saskatoon,S1,284.3845513
NA,S1.2015.306,306,NAM-15,2015,Saskatoon,S1,2193.525979
NA,S1.2015.307,307,NAM-17,2015,Saskatoon,S1,1652.12559
NA,S1.2015.308,308,NAM-88,2015,Saskatoon,S1,1604.612392
NA,S1.2015.309,309,Q2,2015,Saskatoon,S1,2285.357044
NA,S1.2015.310,310,NAM-9,2015,Saskatoon,S1,1067.518755
NA,S1.2015.311,311,NAM-23,2015,Saskatoon,S1,2624.06224
NA,S1.2015.312,312,NAM-65,2015,Saskatoon,S1,2085.023618
NA,S1.2015.313,313,NAM-10,2015,Saskatoon,S1,3272.85357
NA,S1.2015.314,314,NAM-26,2015,Saskatoon,S1,2106.835232
NA,S1.2015.315,315,NAM-51,2015,Saskatoon,S1,485.2736871
NA,S1.2015.316,316,NAM-38,2015,Saskatoon,S1,1824.117811
NA,S1.2015.317,317,NAM-28,2015,Saskatoon,S1,1780.772437
NA,S1.2015.318,318,NAM-12,2015,Saskatoon,S1,1709.224785
NA,S1.2015.319,319,NAM-40,2015,Saskatoon,S1,2791.60878
NA,S1.2015.320,320,NAM-73,2015,Saskatoon,S1,2207.140872
NA,S1.2015.321,321,NAM-4,2015,Saskatoon,S1,1819.255349
NA,S1.2015.322,322,NAM-29,2015,Saskatoon,S1,545.151431
NA,S1.2015.323,323,NAM-87,2015,Saskatoon,S1,2751.319811
NA,S1.2015.324,324,NAM-82,2015,Saskatoon,S1,1191.164212
NA,S1.2015.325,325,NAM-33,2015,Saskatoon,S1,1955.543206
NA,S1.2015.326,326,NAM-76,2015,Saskatoon,S1,1854.265074
NA,S1.2015.327,327,NAM-75,2015,Saskatoon,S1,2205.05696
NA,S1.2015.328,328,NAM-42,2015,Saskatoon,S1,2235.343151
NA,S1.2015.329,329,NAM-48,2015,Saskatoon,S1,2178.521812
NA,S1.2015.330,330,NAM-46,2015,Saskatoon,S1,994.9986107
NA,S1.2015.401,401,NAM-31,2015,Saskatoon,S1,2749.930536
NA,S1.2015.402,402,NAM-47,2015,Saskatoon,S1,1906.918588
NA,S1.2015.403,403,NAM-68,2015,Saskatoon,S1,2077.382606
NA,S1.2015.404,404,NAM-0,2015,Saskatoon,S1,2288.274521
NA,S1.2015.405,405,NAM-72,2015,Saskatoon,S1,2949.569325
NA,S1.2015.406,406,NAM-50,2015,Saskatoon,S1,2504.445679
NA,S1.2015.407,407,NAM-53,2015,Saskatoon,S1,2400.111142
NA,S1.2015.408,408,NAM-39,2015,Saskatoon,S1,2145.734926
NA,S1.2015.409,409,NAM-79,2015,Saskatoon,S1,994.4429008
NA,S1.2015.410,410,NAM-56,2015,Saskatoon,S1,2712.281189
NA,S1.2015.411,411,NAM-43,2015,Saskatoon,S1,1261.044735
NA,S1.2015.413,413,NAM-8,2015,Saskatoon,S1,2004.306752
NA,S1.2015.415,415,NAM-45,2015,Saskatoon,S1,981.9394276
NA,S1.2015.416,416,NAM-1,2015,Saskatoon,S1,2325.090303
NA,S1.2015.417,417,NAM-85,2015,Saskatoon,S1,2640.733537
NA,S1.2015.418,418,NAM-71,2015,Saskatoon,S1,820.2278411
NA,S1.2015.419,419,NAM-83,2015,Saskatoon,S1,1229.508197
NA,S1.2015.420,420,NAM-78,2015,Saskatoon,S1,2484.02334
NA,S1.2015.421,421,NAM-32,2015,Saskatoon,S1,1965.129203
NA,S1.2015.422,422,NAM-66,2015,Saskatoon,S1,805.0847458
NA,S1.2015.423,423,NAM-30,2015,Saskatoon,S1,2201.583773
NA,S1.2015.424,424,NAM-14,2015,Saskatoon,S1,2055.15421
NA,S1.2015.425,425,NAM-49,2015,Saskatoon,S1,2434.843012
NA,S1.2015.426,426,NAM-5,2015,Saskatoon,S1,1227.702139
NA,S1.2015.428,428,NAM-13,2015,Saskatoon,S1,2431.508752
NA,S1.2015.429,429,NAM-37,2015,Saskatoon,S1,2624.479022
NA,S1.2015.430,430,NAM-36,2015,Saskatoon,S1,470.1305918
