"","SiteYearLine","Site","Year","CanolaLine","Week","SampleID","SiteYear","s2","s","s.std","s.rev","Yield","yield.std","importance1","importance2","importance3"
"169","L.2017.NAM-0","L",2017,"NAM-0",9,"L.2017.NAM-0.09.R","L.2017",45372.3168267625,213.007785836017,0.436752645525071,597.968145975226,2795.30666666667,0.597095992734505,0.153646995627911,0.119991304224802,0.123296897536073
"170","L.2017.NAM-0","L",2017,"NAM-0",10,"L.2017.NAM-0.10.R","L.2017",45372.3168267625,213.007785836017,0.436752645525071,597.968145975226,2795.30666666667,0.597095992734505,0.153646995627911,0.119991304224802,0.123296897536073
"171","L.2017.NAM-13","L",2017,"NAM-13",1,"L.2017.NAM-13.01.R","L.2017",38887.1529199797,197.198257903004,0.475198362145375,613.777673908239,3080.42333333333,0.723866974504307,0.185248782691829,0.133237068041665,0.144318020758523
"172","L.2017.NAM-13","L",2017,"NAM-13",2,"L.2017.NAM-13.02.R","L.2017",38887.1529199797,197.198257903004,0.475198362145375,613.777673908239,3080.42333333333,0.723866974504307,0.185248782691829,0.133237068041665,0.144318020758523
"173","L.2017.NAM-13","L",2017,"NAM-13",3,"L.2017.NAM-13.03.R","L.2017",38887.1529199797,197.198257903004,0.475198362145375,613.777673908239,3080.42333333333,0.723866974504307,0.185248782691829,0.133237068041665,0.144318020758523
"174","L.2017.NAM-13","L",2017,"NAM-13",4,"L.2017.NAM-13.04.R","L.2017",38887.1529199797,197.198257903004,0.475198362145375,613.777673908239,3080.42333333333,0.723866974504307,0.185248782691829,0.133237068041665,0.144318020758523
"175","L.2017.NAM-13","L",2017,"NAM-13",5,"L.2017.NAM-13.05.R","L.2017",38887.1529199797,197.198257903004,0.475198362145375,613.777673908239,3080.42333333333,0.723866974504307,0.185248782691829,0.133237068041665,0.144318020758523
"176","L.2017.NAM-13","L",2017,"NAM-13",6,"L.2017.NAM-13.06.R","L.2017",38887.1529199797,197.198257903004,0.475198362145375,613.777673908239,3080.42333333333,0.723866974504307,0.185248782691829,0.133237068041665,0.144318020758523
"177","L.2017.NAM-13","L",2017,"NAM-13",7,"L.2017.NAM-13.07.R","L.2017",38887.1529199797,197.198257903004,0.475198362145375,613.777673908239,3080.42333333333,0.723866974504307,0.185248782691829,0.133237068041665,0.144318020758523
"178","L.2017.NAM-13","L",2017,"NAM-13",8,"L.2017.NAM-13.08.R","L.2017",38887.1529199797,197.198257903004,0.475198362145375,613.777673908239,3080.42333333333,0.723866974504307,0.185248782691829,0.133237068041665,0.144318020758523
